index,sentences,sentences_labels,Subject,Object,relations,labels,filename,relations_id,cleaned_text,Combinations
101.0,[E1]Bill Gates[/E1] called out [E2]Stripe[/E2] for its work in this area in his recent “green manifesto for the world”.,[PERSON]Bill Gates[/PERSON] called out [ORG]Stripe[/ORG] for its work in this area in his recent “green manifesto for the world”.,Bill Gates,Stripe,noRelation,"['PERSON', 'ORG']",article_55_Stripe.txt,3.0,[E1]Bill Gates[/E1] called out [E2]Stripe[/E2] for its work in this area in his recent “green manifesto for the world”.,"Additional co-authors of the study include Ting Du, Amanda Sweeney, Guojun Liu, Logan Bashford, Edna Toro, Jeffrey Tithof, Douglas Kelley, John Thomas, Orestes Solis, and Rupal Mehta with University of Rochester, Andrew Sampson, Weiguo Peng, Kristian Mortensen, Frederik Staeger, Peter Bork, Hajime Hirase, and [E2]University of Copenhagen[/E2] employed [E1]Yuki Mori[/E1], Poul Hjorth and Erik Martens with the Technical University of Denmark, Pablo Blinder with Tel Aviv University, and David Kleinfeld with the University of California, San Diego."
102.0,"We have invested in [E1]Stripe[/E1] and it has invested in us, and together we are creating a partnership that will have a significant impact on [E2]Ireland[/E2]’s economic landscape for decades to come.","We have invested in [PERSON]Stripe[/PERSON] and it has invested in us, and together we are creating a partnership that will have a significant impact on [GPE]Ireland[/GPE]’s economic landscape for decades to come.",Stripe,Ireland,noRelation,"['PERSON', 'GPE']",article_55_Stripe.txt,3.0,"We have invested in [E1]Stripe[/E1] and it has invested in us, and together we are creating a partnership that will have a significant impact on [E2]Ireland[/E2]’s economic landscape for decades to come.","Additional co-authors of the study include Ting Du, Amanda Sweeney, Guojun Liu, Logan Bashford, Edna Toro, Jeffrey Tithof, Douglas Kelley, John Thomas, Orestes Solis, and Rupal Mehta with University of Rochester, Andrew Sampson, Weiguo Peng, Kristian Mortensen, Frederik Staeger, Peter Bork, Hajime Hirase, and Yuki Mori with the University of Copenhagen, [E1]Poul Hjorth[/E1] and Erik Martens with the [E2]Technical University of Denmark[/E2], Pablo Blinder with Tel Aviv University, and David Kleinfeld with the University of California, San Diego."
103.0,[E1]Conor O’Kelly[/E1] is chief executive of the [E2]National Treasury Management Agency[/E2],[PERSON]Conor O’Kelly[/PERSON] is chief executive of the [ORG]National Treasury Management Agency[/ORG],Conor O’Kelly,National Treasury Management Agency,managerOf,"['PERSON', 'ORG']",article_55_Stripe.txt,0.0,[E1]Conor O’Kelly[/E1] is chief executive of the [E2]National Treasury Management Agency[/E2].,"Additional co-authors of the study include Ting Du, Amanda Sweeney, Guojun Liu, Logan Bashford, Edna Toro, Jeffrey Tithof, Douglas Kelley, John Thomas, Orestes Solis, and Rupal Mehta with University of Rochester, Andrew Sampson, Weiguo Peng, Kristian Mortensen, Frederik Staeger, Peter Bork, Hajime Hirase, and Yuki Mori with the University of Copenhagen, [E2]Technical University of Denmark[/E2] employed [E1]Poul Hjorth[/E1], Pablo Blinder with Tel Aviv University, and David Kleinfeld with the University of California, San Diego."
104.0,[E1]Sue Unerman[/E1] is chief transformation officer at [E2]MediaCom[/E2],[PERSON]Sue Unerman[/PERSON] is chief transformation officer at [ORG]MediaCom[/ORG],Sue Unerman,MediaCom,employedBy,"['PERSON', 'ORG']",article_203_credit_suisse.txt,2.0,[E1]Sue Unerman[/E1] is chief transformation officer at [E2]MediaCom[/E2].,"Additional co-authors of the study include Ting Du, Amanda Sweeney, Guojun Liu, Logan Bashford, Edna Toro, Jeffrey Tithof, Douglas Kelley, John Thomas, Orestes Solis, and Rupal Mehta with University of Rochester, Andrew Sampson, Weiguo Peng, Kristian Mortensen, Frederik Staeger, Peter Bork, Hajime Hirase, and Yuki Mori with the University of Copenhagen, Poul Hjorth and [E1]Erik Martens[/E1] with the [E2]Technical University of Denmark[/E2], Pablo Blinder with Tel Aviv University, and David Kleinfeld with the University of California, San Diego."
105.0,"“In one of the most turbulent years in recent history, our 2021 Best of Staffing winners have not only managed to navigate unprecedented disruption, they have done so while continuing to center their most important stakeholders—their clients, their talent, and their internal employees,” said [E1]ClearlyRated’s[/E1] CEO, [E2]Eric Gregg[/E2]. “In times like these, it’s critical that service leaders in the staffing industry have the tools they need to clearly and credibly communicate the exceptional service they provide. The Best of Staffing program offers validated proof of their commitment to excellence. I am thrilled to introduce the list of 2021 Best of Staffing winners alongside feedback from their actual clients and placed talent on ClearlyRated.com!”","“In one of the most turbulent years in recent history, our 2021 Best of Staffing winners have not only managed to navigate unprecedented disruption, they have done so while continuing to center their most important stakeholders—their clients, their talent, and their internal employees,” said [ORG]ClearlyRated’s[/ORG] CEO, [PERSON]Eric Gregg[/PERSON]. “In times like these, it’s critical that service leaders in the staffing industry have the tools they need to clearly and credibly communicate the exceptional service they provide. The Best of Staffing program offers validated proof of their commitment to excellence. I am thrilled to introduce the list of 2021 Best of Staffing winners alongside feedback from their actual clients and placed talent on ClearlyRated.com!”",ClearlyRated’s,Eric Gregg,employedBy,"['ORG', 'PERSON']",article_123_clearly_rated.txt,2.0,"“In one of the most turbulent years in recent history, our 2021 Best of Staffing winners have not only managed to navigate unprecedented disruption, they have done so while continuing to center their most important stakeholders—their clients, their talent, and their internal employees,” said [E1]ClearlyRated’s[/E1] CEO, [E2]Eric Gregg[/E2].","Additional co-authors of the study include Ting Du, Amanda Sweeney, Guojun Liu, Logan Bashford, Edna Toro, Jeffrey Tithof, Douglas Kelley, John Thomas, Orestes Solis, and Rupal Mehta with University of Rochester, Andrew Sampson, Weiguo Peng, Kristian Mortensen, Frederik Staeger, Peter Bork, Hajime Hirase, and Yuki Mori with the University of Copenhagen, Poul Hjorth and [E2]Technical University of Denmark[/E2] employed [E1]Erik Martens[/E1], Pablo Blinder with Tel Aviv University, and David Kleinfeld with the University of California, San Diego."
106.0,"[E1]Leo McAdams[/E1], divisional manager of finance and investment services at [E2]Enterprise Ireland[/E2], said more than 740 Irish companies have benefitted from this scheme so far.","[PERSON]Leo McAdams[/PERSON], divisional manager of finance and investment services at [ORG]Enterprise Ireland[/ORG], said more than 740 Irish companies have benefitted from this scheme so far.",Leo McAdams,Enterprise Ireland,employedBy,"['PERSON', 'ORG']",article_58_Enterprise_Ireland.txt,2.0,"[E1]Leo McAdams[/E1], divisional manager of finance and investment services at [E2]Enterprise Ireland[/E2], said more than 740 Irish companies have benefitted from this scheme so far.","Additional co-authors of the study include Ting Du, Amanda Sweeney, Guojun Liu, Logan Bashford, Edna Toro, Jeffrey Tithof, Douglas Kelley, John Thomas, Orestes Solis, and Rupal Mehta with University of Rochester, Andrew Sampson, Weiguo Peng, Kristian Mortensen, Frederik Staeger, Peter Bork, Hajime Hirase, and Yuki Mori with the University of Copenhagen, Poul Hjorth and Erik Martens with the Technical University of Denmark, [E1]Pablo Blinder[/E1] with [E2]Tel Aviv University[/E2], and David Kleinfeld with the University of California, San Diego."
107.0,"The robotics process automation pioneer [E1]UiPath[/E1] is now [E2]Europe’[/E2]s most valuable private technology company by some distance, having just raised a $750m round at a whopping $35bn valuation.","The robotics process automation pioneer [ORG]UiPath[/ORG] is now [GPE]Europe’[/GPE]s most valuable private technology company by some distance, having just raised a $750m round at a whopping $35bn valuation.",UiPath,Europe’,locatedAt,"['ORG', 'GPE']",article_35_21_european_saas_startups.txt,1.0,"The robotics process automation pioneer [E1]UiPath[/E1] is now [E2]Europe’[/E2]s most valuable private technology company by some distance, having just raised a $750m round at a whopping $35bn valuation.","Additional co-authors of the study include Ting Du, Amanda Sweeney, Guojun Liu, Logan Bashford, Edna Toro, Jeffrey Tithof, Douglas Kelley, John Thomas, Orestes Solis, and Rupal Mehta with University of Rochester, Andrew Sampson, Weiguo Peng, Kristian Mortensen, Frederik Staeger, Peter Bork, Hajime Hirase, and Yuki Mori with the University of Copenhagen, Poul Hjorth and Erik Martens with the Technical University of Denmark, [E2]Tel Aviv University[/E2] employed [E1]Pablo Blinder[/E1], and David Kleinfeld with the University of California, San Diego."
108.0,"At the same time, [E1]Hopin[/E1], which has built a SaaS platform for virtual events, is the fastest growing company in [E2]Europe[/E2], and has been throwing its weight around with a string of high profile acquisitions.","At the same time, [ORG]Hopin[/ORG], which has built a SaaS platform for virtual events, is the fastest growing company in [GPE]Europe[/GPE], and has been throwing its weight around with a string of high profile acquisitions.",Hopin,Europe,locatedAt,"['ORG', 'GPE']",article_35_21_european_saas_startups.txt,1.0,"At the same time, [E1]Hopin[/E1], which has built a SaaS platform for virtual events, is the fastest growing company in [E2]Europe[/E2], and has been throwing its weight around with a string of high profile acquisitions.","Additional co-authors of the study include Ting Du, Amanda Sweeney, Guojun Liu, Logan Bashford, Edna Toro, Jeffrey Tithof, Douglas Kelley, John Thomas, Orestes Solis, and Rupal Mehta with University of Rochester, Andrew Sampson, Weiguo Peng, Kristian Mortensen, Frederik Staeger, Peter Bork, Hajime Hirase, and Yuki Mori with the University of Copenhagen, Poul Hjorth and Erik Martens with the Technical University of Denmark, Pablo Blinder with Tel Aviv University, and [E1]David Kleinfeld[/E1] with the [E2]University of California[/E2], San Diego."
109.0,"[E1]Ben Blume[/E1], partner at [E2]Atomico[/E2]","[PERSON]Ben Blume[/PERSON], partner at [ORG]Atomico[/ORG]",Ben Blume,Atomico,managerOf,"['PERSON', 'ORG']",article_35_21_european_saas_startups.txt,0.0,"[E1]Ben Blume[/E1], partner at [E2]Atomico[/E2].","Additional co-authors of the study include Ting Du, Amanda Sweeney, Guojun Liu, Logan Bashford, Edna Toro, Jeffrey Tithof, Douglas Kelley, John Thomas, Orestes Solis, and Rupal Mehta with University of Rochester, Andrew Sampson, Weiguo Peng, Kristian Mortensen, Frederik Staeger, Peter Bork, Hajime Hirase, and Yuki Mori with the University of Copenhagen, Poul Hjorth and Erik Martens with the Technical University of Denmark, Pablo Blinder with Tel Aviv University, and [E2]University of California[/E2] employed [E1]David Kleinfeld[/E1], San Diego."
110.0,"[E1]Itxaso del Palacio[/E1], partner at [E2]Notion VC[/E2]","[PERSON]Itxaso del Palacio[/PERSON], partner at [ORG]Notion VC[/ORG]",Itxaso del Palacio,Notion VC,managerOf,"['PERSON', 'ORG']",article_35_21_european_saas_startups.txt,0.0,"[E1]Itxaso del Palacio[/E1], partner at [E2]Notion VC[/E2].","Additional co-authors of the study include Ting Du, Amanda Sweeney, Guojun Liu, Logan Bashford, Edna Toro, Jeffrey Tithof, Douglas Kelley, John Thomas, Orestes Solis, and Rupal Mehta with University of Rochester, Andrew Sampson, Weiguo Peng, Kristian Mortensen, Frederik Staeger, Peter Bork, Hajime Hirase, and Yuki Mori with the University of Copenhagen, Poul Hjorth and Erik Martens with the Technical University of Denmark, Pablo Blinder with Tel Aviv University, and David Kleinfeld with the [E1]University of California[/E1], [E2]San Diego[/E2]."
111.0,[E1]Seqera Labs[/E1] is a [E2]Barcelona[/E2]-based business creating solutions for high-performance computing workloads across cloud and clusters.,[ORG]Seqera Labs[/ORG] is a [GPE]Barcelona[/GPE]-based business creating solutions for high-performance computing workloads across cloud and clusters.,Seqera Labs,Barcelona,locatedAt,"['ORG', 'GPE']",article_35_21_european_saas_startups.txt,1.0,[E1]Seqera Labs[/E1] is a [E2]Barcelona[/E2]-based business creating solutions for high-performance computing workloads across cloud and clusters.,"Additional co-authors of the study include Ting Du, Amanda Sweeney, Guojun Liu, Logan Bashford, Edna Toro, Jeffrey Tithof, Douglas Kelley, John Thomas, Orestes Solis, and Rupal Mehta with University of Rochester, Andrew Sampson, Weiguo Peng, Kristian Mortensen, Frederik Staeger, Peter Bork, Hajime Hirase, and Yuki Mori with the University of Copenhagen, Poul Hjorth and Erik Martens with the Technical University of Denmark, Pablo Blinder with Tel Aviv University, and David Kleinfeld with the [E2]San Diego[/E2] located [E1]University of California[/E1]."
112.0,"[E1]Evgenia Plotnikova[/E1], partner at [E2]Dawn Capital[/E2]","[PERSON]Evgenia Plotnikova[/PERSON], partner at [ORG]Dawn Capital[/ORG]",Evgenia Plotnikova,Dawn Capital,managerOf,"['PERSON', 'ORG']",article_35_21_european_saas_startups.txt,0.0,"[E1]Evgenia Plotnikova[/E1], partner at [E2]Dawn Capital[/E2].",[E2]INDIANAPOLIS[/E2] (WISH) — [E1]Dunkin[/E1]’ is offering free coffee on Monday mornings in February.
113.0,[E1]DeepL[/E1] is based in [E2]Germany[/E2] and has a very strong technical team.,[ORG]DeepL[/ORG] is based in [GPE]Germany[/GPE] and has a very strong technical team.,DeepL,Germany,locatedAt,"['ORG', 'GPE']",article_35_21_european_saas_startups.txt,1.0,[E1]DeepL[/E1] is based in [E2]Germany[/E2] and has a very strong technical team.,[E1]Dunkin[/E1][E2]INDIANAPOLIS[/E2]’ is offering free coffee on Monday mornings in February.
114.0,"[E1]Pigment[/E1] was founded in [E2]Paris[/E2] a year ago and launched officially only a few months ago, and while it is early days, they have the potential to make things a lot easier for teams to collaborate on budget planning.","[ORG]Pigment[/ORG] was founded in [GPE]Paris[/GPE] a year ago and launched officially only a few months ago, and while it is early days, they have the potential to make things a lot easier for teams to collaborate on budget planning.",Pigment,Paris,locatedAt,"['ORG', 'GPE']",article_35_21_european_saas_startups.txt,1.0,"[E1]Pigment[/E1] was founded in [E2]Paris[/E2] a year ago and launched officially only a few months ago, and while it is early days, they have the potential to make things a lot easier for teams to collaborate on budget planning.","[E1]Helen D’Abreo[/E1] has joined [E2]SurveyMonkey [/E2]from Dynata, where she was vice-president of sales, and has also held roles at Bilendi, CEB and Survey Sampling International."
115.0,"[E1]Dhruv Jain[/E1], investor at [E2]Bessemer Venture Partners[/E2]","[PERSON]Dhruv Jain[/PERSON], investor at [ORG]Bessemer Venture Partners[/ORG]",Dhruv Jain,Bessemer Venture Partners,managerOf,"['PERSON', 'ORG']",article_35_21_european_saas_startups.txt,0.0,"[E1]Dhruv Jain[/E1], investor at [E2]Bessemer Venture Partners[/E2].","[E2]SurveyMonkey [/E2] employed [E1]Helen D’Abreo[/E1]from Dynata, where she was vice-president of sales, and has also held roles at Bilendi, CEB and Survey Sampling International."
116.0,[E1]Collibra[/E1] has emerged out of [E2]Europe[/E2] as one of the leaders in the data cataloguing space and become a best of breed solution in the data infrastructure tech stack.,[ORG]Collibra[/ORG] has emerged out of [GPE]Europe[/GPE] as one of the leaders in the data cataloguing space and become a best of breed solution in the data infrastructure tech stack.,Collibra,Europe,locatedAt,"['ORG', 'GPE']",article_35_21_european_saas_startups.txt,1.0,[E1]Collibra[/E1] has emerged out of [E2]Europe[/E2] as one of the leaders in the data cataloguing space and become a best of breed solution in the data infrastructure tech stack.,"[E1]Helen D’Abreo[/E1] has joined SurveyMonkey from Dynata, where she was vice-president of sales, and has also held roles at[E2] Bilendi,[/E2] CEB and Survey Sampling International."
117.0,Check out this tweet from [E1]Rand Fishkin [/E1]of [E2]Moz:[/E2],Check out this tweet from [PERSON]Rand Fishkin [/PERSON]of [ORG]Moz:[/ORG],Rand Fishkin ,Moz:,employedBy,"['PERSON', 'ORG']",Article_08.txt,2.0,Check out this tweet from [E1]Rand Fishkin [/E1]of [E2]Moz:[/E2].,"[E2] Bilendi,[/E2] employed [E1]Helen D’Abreo[/E1] CEB and Survey Sampling International."
118.0,"[E1]Melanie Tansey[/E1] Group HR Director, [E2]Hachette UK[/E2]. “We’re in the biggest work experiment in history.  This will be marked in time as revolutionary.”","[PERSON]Melanie Tansey[/PERSON] Group HR Director, [ORG]Hachette UK[/ORG]. “We’re in the biggest work experiment in history.  This will be marked in time as revolutionary.”",Melanie Tansey,Hachette UK,managerOf,"['PERSON', 'ORG']",article_198_hachette_uk.txt,0.0,"[E1]Melanie Tansey[/E1] Group HR Director, [E2]Hachette UK[/E2].","[E1]Helen D’Abreo[/E1] has joined SurveyMonkey from Dynata, where she was vice-president of sales, and has also held roles at Bilendi, [E2]CEB[/E2] and Survey Sampling International."
119.0,"I was born in Dublin and raised in County Sligo, on the west coast of Ireland and I studied commerce at the [E1]National University of Ireland[/E1] in [E2]Galway[/E2] because the business world has always appealed to me. My dad managed a further education and training centre and my mum was a housewife while we were young and later ran a bed and breakfast from our house, which helped to fund my university years. She was a public servant, like my dad, before they were married but as was law in Ireland until 1973, women working in public service had to resign when they became a wife, which is unthinkable now.","I was born in Dublin and raised in County Sligo, on the west coast of Ireland and I studied commerce at the [ORG]National University of Ireland[/ORG] in [GPE]Galway[/GPE] because the business world has always appealed to me. My dad managed a further education and training centre and my mum was a housewife while we were young and later ran a bed and breakfast from our house, which helped to fund my university years. She was a public servant, like my dad, before they were married but as was law in Ireland until 1973, women working in public service had to resign when they became a wife, which is unthinkable now.",National University of Ireland,Galway,locatedAt,"['ORG', 'GPE']",article_198_hachette_uk.txt,1.0,"I was born in Dublin and raised in County Sligo, on the west coast of Ireland and I studied commerce at the [E1]National University of Ireland[/E1] in [E2]Galway[/E2] because the business world has always appealed to me.",[E2]CEB[/E2] employed [E1]Helen D’Abreo[/E1] and Survey Sampling International.
120.0,"In my last role at [E1]HP[/E1] as Group HR Manager for HP Enterprise Services, my role delivered strategic and operational HR support to the business in the [E2]UK[/E2] and Ireland and included; workforce planning, succession planning, bonus programme design, leadership development and culture transformation.","In my last role at [ORG]HP[/ORG] as Group HR Manager for HP Enterprise Services, my role delivered strategic and operational HR support to the business in the [GPE]UK[/GPE] and Ireland and included; workforce planning, succession planning, bonus programme design, leadership development and culture transformation.",HP,UK,locatedAt,"['ORG', 'GPE']",article_198_hachette_uk.txt,1.0,"In my last role at [E1]HP[/E1] as Group HR Manager for HP Enterprise Services, my role delivered strategic and operational HR support to the business in the [E2]UK[/E2] and Ireland and included; workforce planning, succession planning, bonus programme design, leadership development and culture transformation.","[E1]Helen D’Abreo[/E1] has joined SurveyMonkey from Dynata, where she was vice-president of sales, and has also held roles at Bilendi, CEB and [E2]Survey Sampling International [/E2]."
121.0,"[E1]HP[/E1] was so massive, much of the strategy was set in the [E2]US[/E2] – by people who were brilliant at engaging a company of that scale in that strategy – but I wanted to be in the room. So I made a very deliberate decision to move to a company where I would create the HR agenda, at executive level, leading the strategy for the overall organisation.","[ORG]HP[/ORG] was so massive, much of the strategy was set in the [GPE]US[/GPE] – by people who were brilliant at engaging a company of that scale in that strategy – but I wanted to be in the room. So I made a very deliberate decision to move to a company where I would create the HR agenda, at executive level, leading the strategy for the overall organisation.",HP,US,locatedAt,"['ORG', 'GPE']",article_198_hachette_uk.txt,1.0,"[E1]HP[/E1] was so massive, much of the strategy was set in the [E2]US[/E2] – by people who were brilliant at engaging a company of that scale in that strategy – but I wanted to be in the room.",[E2]Survey Sampling International [/E2] employed [E1]Helen D’Abreo[/E1].
122.0,"I met [E1]David Shelley[/E1], Chief Executive at [E2]Hachette UK[/E2], who at the time had recently been appointed to the role and he was looking for an HR Director. It was not a brand or a sector that I had on my radar, but I found his vision, energy and ambition for the business so compelling.","I met [PERSON]David Shelley[/PERSON], Chief Executive at [ORG]Hachette UK[/ORG], who at the time had recently been appointed to the role and he was looking for an HR Director. It was not a brand or a sector that I had on my radar, but I found his vision, energy and ambition for the business so compelling.",David Shelley,Hachette UK,managerOf,"['PERSON', 'ORG']",article_198_hachette_uk.txt,0.0,"I met [E1]David Shelley[/E1], Chief Executive at [E2]Hachette UK[/E2], who at the time had recently been appointed to the role and he was looking for an HR Director.","[E1]Dana Herstein[/E1] has been recruited from[E2] Kantar,[/E2] where he was vice-president of growth and strategy, and previously led sales for Business Insider’s syndicated market research business."
123.0,"LINCOLNSHIRE, Ill.--(BUSINESS WIRE)--For many employers, creating a positive work experience begins with a total rewards package that employees understand and appreciate. To help multinational companies provide their people with a customized, full picture of their total rewards, [E1]Alight Solutions[/E1], a leading cloud-based provider of integrated digital human capital and business solutions, is teaming with [E2]Benify[/E2], a global HR technology company, to launch Global Total Rewards.","LINCOLNSHIRE, Ill.--(BUSINESS WIRE)--For many employers, creating a positive work experience begins with a total rewards package that employees understand and appreciate. To help multinational companies provide their people with a customized, full picture of their total rewards, [ORG]Alight Solutions[/ORG], a leading cloud-based provider of integrated digital human capital and business solutions, is teaming with [ORG]Benify[/ORG], a global HR technology company, to launch Global Total Rewards.",Alight Solutions,Benify,noRelation,"['ORG', 'ORG']",article_213_Alight.txt,3.0,"To help multinational companies provide their people with a customized, full picture of their total rewards, [E1]Alight Solutions[/E1], a leading cloud-based provider of integrated digital human capital and business solutions, is teaming with [E2]Benify[/E2], a global HR technology company, to launch Global Total Rewards.","[E2] Kantar,[/E2] employed [E1]Dana Herstein[/E1] where he was vice-president of growth and strategy, and previously led sales for Business Insider’s syndicated market research business."
124.0,"“As we emerge from the pandemic’s impacts and the job market begins to heat up, global employers will risk losing top talent if they can’t differentiate themselves,” said [E1]Colin Brennan[/E1], chief product strategy & services officer at [E2]Alight[/E2]. “Alight’s collaboration with Benify provides employers with a global solution and the necessary tools to showcase the full value of the rewards they offer to their people, and become known as destinations for the best talent. Global Total Rewards underscores Alight’s continued effort to offer holistic benefits options and deliver stronger total rewards strategies to our clients.”","“As we emerge from the pandemic’s impacts and the job market begins to heat up, global employers will risk losing top talent if they can’t differentiate themselves,” said [GPE]Colin Brennan[/GPE], chief product strategy & services officer at [GPE]Alight[/GPE]. “Alight’s collaboration with Benify provides employers with a global solution and the necessary tools to showcase the full value of the rewards they offer to their people, and become known as destinations for the best talent. Global Total Rewards underscores Alight’s continued effort to offer holistic benefits options and deliver stronger total rewards strategies to our clients.”",Colin Brennan,Alight,employedBy,"['GPE', 'GPE']",article_213_Alight.txt,2.0,"“As we emerge from the pandemic’s impacts and the job market begins to heat up, global employers will risk losing top talent if they can’t differentiate themselves,” said [E1]Colin Brennan[/E1], chief product strategy & services officer at [E2]Alight[/E2].","Both Herstein and [E1]D’Abreo[/E1] will lead cross-disciplinary market research sales teams at [E2]SurveyMonkey[/E2] and will be based in San Mateo, California."
125.0,"“We’re delighted about the relationship between Benify and Alight. Our close alignment and technology-first mindsets made this an obvious and easy decision,” said [E2]Joakim Alm[/E2], CEO of[E1] Benify[/E1]. “Working with multinational companies together, we can provide truly personalized and digital rewards experiences for every employee based on geography to reflect local cultures and values. We look forward to a successful relationship with Alight and to enhancing employee experiences everywhere.”","“We’re delighted about the relationship between Benify and Alight. Our close alignment and technology-first mindsets made this an obvious and easy decision,” said [PERSON]Joakim Alm[/PERSON][ORG], CEO o[/ORG]f Benify. “Working with multinational companies together, we can provide truly personalized and digital rewards experiences for every employee based on geography to reflect local cultures and values. We look forward to a successful relationship with Alight and to enhancing employee experiences everywhere.”", Benify,Joakim Alm,managerOf,"['ORG', 'PERSON']",article_213_Alight.txt,0.0,"Our close alignment and technology-first mindsets made this an obvious and easy decision,” said [E2]Joakim Alm[/E2], CEO of[E1] Benify[/E1].","Both Herstein and [E2]SurveyMonkey[/E2] employed [E1]D’Abreo[/E1] and will be based in San Mateo, California."
126.0,"""SaaS applications such as SuccessFactors can introduce new risk into the business-critical application environment if security parameters are not continuously assessed to maintain a strong security posture,"" said [E1]Marty Ray[/E1], Chief Information Security Officer at [E2]Fossil Group[/E2]. ""To mitigate risk and ensure security and compliance of critical HR business processes and data privacy, it is essential to keep tabs on authorizations, segregation of duties, system configuration and integrations with other interconnected business systems at all times.""","""SaaS applications such as SuccessFactors can introduce new risk into the business-critical application environment if security parameters are not continuously assessed to maintain a strong security posture,"" said [PERSON]Marty Ray[/PERSON], Chief Information Security Officer at [ORG]Fossil Group[/ORG]. ""To mitigate risk and ensure security and compliance of critical HR business processes and data privacy, it is essential to keep tabs on authorizations, segregation of duties, system configuration and integrations with other interconnected business systems at all times.""",Marty Ray,Fossil Group,employedBy,"['PERSON', 'ORG']",article_207_Onapsis.txt,2.0,"""SaaS applications such as SuccessFactors can introduce new risk into the business-critical application environment if security parameters are not continuously assessed to maintain a strong security posture,"" said [E1]Marty Ray[/E1], Chief Information Security Officer at [E2]Fossil Group[/E2].","[E1]Nik Daruwala[/E1], vice-president of sales at[E2] SurveyMonkey[/E2], said: “As we’re seeing more organisations turn to in-house, agile market research, we’re continuing to invest in this space to meet the growing demand."
127.0,"“In an interconnected application environment, it only takes one misconfigured system or security vulnerability to put your entire enterprise at risk,” said [E1]Anshuman Kanwar,[/E1] GM of Products and Technology, [E2]Onapsis[/E2]. “While SuccessFactors offers built-in security, its controls can be tricky to configure and it does not provide cross-functional visibility. This has a direct impact on cybersecurity and privacy, which can result in fraud, and put sensitive company confidential information at risk. The Onapsis Platform supporting SAP SuccessFactors helps teams get a complete understanding of risk within SaaS platforms while analyzing the impact across interconnected business processes.”","“In an interconnected application environment, it only takes one misconfigured system or security vulnerability to put your entire enterprise at risk,” said [PERSON]Anshuman Kanwar,[/PERSON] GM of Products and Technology, [ORG]Onapsis[/ORG]. “While SuccessFactors offers built-in security, its controls can be tricky to configure and it does not provide cross-functional visibility. This has a direct impact on cybersecurity and privacy, which can result in fraud, and put sensitive company confidential information at risk. The Onapsis Platform supporting SAP SuccessFactors helps teams get a complete understanding of risk within SaaS platforms while analyzing the impact across interconnected business processes.”","Anshuman Kanwar,",Onapsis,employedBy,"['PERSON', 'ORG']",article_207_Onapsis.txt,2.0,"“In an interconnected application environment, it only takes one misconfigured system or security vulnerability to put your entire enterprise at risk,” said [E1]Anshuman Kanwar,[/E1] GM of Products and Technology, [E2]Onapsis[/E2].","[E2] SurveyMonkey[/E2] employed [E1]Nik Daruwala[/E1], said: “As we’re seeing more organisations turn to in-house, agile market research, we’re continuing to invest in this space to meet the growing demand."
128.0,"SAYS[E1] JASON BROMMET[/E1], HEAD OF MODERN WORK, [E2]MICROSOFT[/E2] CANADA.","SAYS[PERSON] JASON BROMMET[/PERSON], HEAD OF MODERN WORK, [ORG]MICROSOFT[/ORG] CANADA.", JASON BROMMET,MICROSOFT,employedBy,"['PERSON', 'ORG']",article_220_Resilient_businesses.txt,2.0,"SAYS[E1] JASON BROMMET[/E1], HEAD OF MODERN WORK, [E2]MICROSOFT[/E2] CANADA.","""We are honored to receive this designation which is an international symbol of excellence and recognizes our efforts towards sustainability, a green environment and the preservation of human health,"" said [E1]Lindsey Wiedmann[/E1], Chief Legal Officer and Global Environment, Social, Governance (ESG) Executive Leader at [E2]Maxeon Solar Technologies [/E2] ""We hold ourselves and our products to a higher standard, and believe in delivering solar technologies as clean as the energy they produce."
129.0,"Third-party technologies, such as [E1]Orchestry[/E1], can also help companies choose the best tools available in [E2]Microsoft[/E2] 365 and Microsoft Teams, using them to their best advantage for remote work. For example, like when deciding to use a Microsoft Teams team versus a SharePoint Communications site for team and project workspaces. Orchestry helps everyone from administrators to end users choose the most appropriate tool and leverage pre-built workspace templates to drive adoption easily.","Third-party technologies, such as [ORG]Orchestry[/ORG], can also help companies choose the best tools available in [ORG]Microsoft[/ORG] 365 and Microsoft Teams, using them to their best advantage for remote work. For example, like when deciding to use a Microsoft Teams team versus a SharePoint Communications site for team and project workspaces. Orchestry helps everyone from administrators to end users choose the most appropriate tool and leverage pre-built workspace templates to drive adoption easily.",Orchestry,Microsoft,noRelation,"['ORG', 'ORG']",article_220_Resilient_businesses.txt,3.0,"Third-party technologies, such as [E1]Orchestry[/E1], can also help companies choose the best tools available in [E2]Microsoft[/E2] 365 and Microsoft Teams, using them to their best advantage for remote work.","""We are honored to receive this designation which is an international symbol of excellence and recognizes our efforts towards sustainability, a green environment and the preservation of human health,"" said [E2]Maxeon Solar Technologies [/E2] employed [E1]Lindsey Wiedmann[/E1] ""We hold ourselves and our products to a higher standard, and believe in delivering solar technologies as clean as the energy they produce."
